Station ID,Latitude,Longitude,Address,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency
EVS00788,52.451519,13.433367,"1655 Berlin Ave, Berlin",AC Level 1,0.25,9:00-18:00,11.53,71,Ionity,22,Type 2,2023,Yes,4.9,2,Monthly
EVS00789,39.927522,116.408734,"9303 Beijing Ave, Beijing",DC Fast Charger,0.14,6:00-22:00,15.09,98,EVgo,150,Tesla,2020,Yes,3.4,8,Annually
EVS00790,19.07913,72.801443,"9063 Mumbai Ave, Mumbai",DC Fast Charger,0.15,9:00-18:00,7.66,84,ChargePoint,350,"Tesla, CHAdeMO",2023,No,4.5,10,Quarterly
EVS00791,-60.241584,178.89106,"9478 Random Rd, City 114, Country",AC Level 2,0.48,9:00-18:00,1.64,65,Ionity,50,Tesla,2022,No,4.5,1,Quarterly
EVS00792,55.723382,37.591354,"4213 Moscow Ave, Moscow",AC Level 1,0.2,9:00-18:00,12.65,55,Tesla,22,Tesla,2014,No,4.3,7,Monthly
EVS00793,19.422713,-99.088613,"4159 Mexico City Ave, Mexico City",DC Fast Charger,0.28,24/7,3.41,51,ChargePoint,350,CHAdeMO,2011,Yes,4.8,2,Quarterly
EVS00794,39.879067,116.213919,"1668 Beijing Ave, Beijing",AC Level 2,0.26,24/7,7.41,60,Tesla,50,"Type 2, CCS",2014,Yes,3.4,8,Monthly
EVS00795,19.465731,-99.044442,"4294 Mexico City Ave, Mexico City",AC Level 2,0.19,24/7,14.84,39,Ionity,22,"Type 2, CCS",2015,Yes,4.8,8,Annually
EVS00796,25.31255,55.345596,"5689 Dubai Ave, Dubai",AC Level 2,0.11,6:00-22:00,9.86,77,Ionity,50,CCS,2016,No,3.0,1,Monthly
EVS00797,52.462754,13.373803,"410 Berlin Ave, Berlin",AC Level 2,0.47,9:00-18:00,2.54,64,Ionity,150,Type 2,2013,No,3.8,4,Quarterly
EVS00798,52.407121,13.438041,"264 Berlin Ave, Berlin",DC Fast Charger,0.43,6:00-22:00,8.89,87,Greenlots,150,CHAdeMO,2015,No,4.4,6,Quarterly
EVS00799,25.281375,55.237544,"9384 Dubai Ave, Dubai",AC Level 2,0.41,24/7,10.99,45,Tesla,350,"CHAdeMO, Tesla",2019,Yes,5.0,1,Annually
EVS00800,13.858255,100.428377,"74 Bangkok Ave, Bangkok",AC Level 2,0.42,9:00-18:00,17.2,68,Tesla,22,"Type 2, CCS",2011,Yes,4.2,9,Monthly
EVS00801,-40.857002,144.288964,"9326 Random Rd, City 47, Country",DC Fast Charger,0.38,24/7,5.86,55,Greenlots,50,CCS,2011,No,4.6,7,Annually
EVS00802,37.669557,126.945894,"8124 Seoul Ave, Seoul",AC Level 1,0.22,24/7,14.05,59,EVgo,150,"Tesla, CHAdeMO",2022,Yes,3.5,6,Annually
EVS00803,43.625009,-79.308013,"218 Toronto Ave, Toronto",AC Level 1,0.27,24/7,7.93,80,ChargePoint,350,Tesla,2018,Yes,3.0,9,Monthly
EVS00804,52.478785,13.335714,"1657 Berlin Ave, Berlin",AC Level 2,0.15,6:00-22:00,19.25,50,ChargePoint,350,CHAdeMO,2023,Yes,4.5,9,Monthly
EVS00805,-33.791119,151.250879,"2198 Sydney Ave, Sydney",AC Level 2,0.24,6:00-22:00,19.12,25,Greenlots,50,Type 2,2018,Yes,4.6,1,Quarterly
EVS00806,-23.524023,-46.635103,"8725 São Paulo Ave, São Paulo",AC Level 2,0.43,24/7,12.75,56,ChargePoint,350,"Tesla, CCS",2017,No,3.4,5,Annually
EVS00807,13.842187,100.444578,"1486 Bangkok Ave, Bangkok",AC Level 1,0.38,24/7,17.18,69,ChargePoint,50,Tesla,2015,Yes,4.7,8,Quarterly
EVS00808,25.360346,55.39956,"5429 Dubai Ave, Dubai",AC Level 1,0.32,6:00-22:00,2.86,61,EVgo,22,"CHAdeMO, Type 2",2022,Yes,3.4,1,Monthly
EVS00809,13.844398,100.415561,"2931 Bangkok Ave, Bangkok",DC Fast Charger,0.44,6:00-22:00,3.5,68,Ionity,350,Tesla,2018,No,3.7,4,Quarterly
EVS00810,37.774918,-122.481908,"2472 San Francisco Ave, San Francisco",DC Fast Charger,0.32,6:00-22:00,18.75,81,ChargePoint,150,CHAdeMO,2014,Yes,4.6,1,Quarterly
EVS00811,63.474893,97.343074,"9096 Random Rd, City 366, Country",AC Level 2,0.31,9:00-18:00,18.96,79,ChargePoint,150,"CCS, Tesla",2017,No,3.7,7,Annually
EVS00812,19.126456,72.811452,"5328 Mumbai Ave, Mumbai",DC Fast Charger,0.11,6:00-22:00,19.47,68,EVgo,350,"CCS, Tesla",2013,Yes,4.8,2,Monthly
EVS00813,37.578193,127.042721,"7916 Seoul Ave, Seoul",DC Fast Charger,0.37,24/7,18.81,10,Ionity,50,"CHAdeMO, Tesla",2013,Yes,3.2,9,Quarterly
EVS00814,-33.70819,18.461044,"6424 Cape Town Ave, Cape Town",AC Level 2,0.42,24/7,7.95,52,ChargePoint,150,"CCS, CHAdeMO",2012,No,3.4,7,Quarterly
EVS00815,19.455329,-99.154981,"2495 Mexico City Ave, Mexico City",AC Level 2,0.13,24/7,10.9,77,Greenlots,22,"CCS, CHAdeMO",2022,Yes,3.6,6,Monthly
EVS00816,18.914199,72.973568,"8860 Mumbai Ave, Mumbai",AC Level 2,0.34,6:00-22:00,16.0,94,EVgo,150,CCS,2012,No,4.2,7,Annually
EVS00817,13.703452,100.428024,"4608 Bangkok Ave, Bangkok",DC Fast Charger,0.15,6:00-22:00,12.6,13,Tesla,150,"CCS, Type 2",2012,No,4.7,7,Quarterly
EVS00818,-33.764776,151.399408,"1049 Sydney Ave, Sydney",AC Level 2,0.3,9:00-18:00,3.0,66,ChargePoint,350,"Type 2, CHAdeMO",2016,Yes,3.2,2,Annually
EVS00819,-33.862977,18.521997,"291 Cape Town Ave, Cape Town",AC Level 1,0.24,24/7,10.01,31,EVgo,150,CCS,2023,Yes,4.4,4,Annually
EVS00820,-33.734527,18.524304,"8440 Cape Town Ave, Cape Town",AC Level 1,0.15,24/7,16.0,83,EVgo,350,CCS,2012,Yes,4.5,2,Quarterly
EVS00821,-50.676136,-30.236841,"5675 Random Rd, City 415, Country",AC Level 2,0.49,6:00-22:00,7.1,48,Ionity,150,CHAdeMO,2012,No,3.1,1,Quarterly
EVS00822,37.549202,127.034176,"4487 Seoul Ave, Seoul",AC Level 2,0.29,9:00-18:00,10.69,23,EVgo,150,Tesla,2020,No,4.5,9,Quarterly
EVS00823,34.145077,-118.230671,"9224 Los Angeles Ave, Los Angeles",AC Level 1,0.16,24/7,14.81,72,Greenlots,22,"Type 2, CCS",2014,Yes,4.4,1,Quarterly
EVS00824,34.012403,-118.206996,"9080 Los Angeles Ave, Los Angeles",AC Level 1,0.37,9:00-18:00,1.92,18,Tesla,22,"Type 2, CHAdeMO",2019,Yes,3.9,9,Monthly
EVS00825,52.51417,13.407809,"7187 Berlin Ave, Berlin",DC Fast Charger,0.26,9:00-18:00,13.73,89,Greenlots,350,Type 2,2010,No,3.2,6,Quarterly
EVS00826,37.882773,-122.310383,"4890 San Francisco Ave, San Francisco",AC Level 1,0.33,24/7,8.14,93,Ionity,150,Tesla,2015,Yes,4.3,9,Monthly
EVS00827,13.77701,100.417593,"9255 Bangkok Ave, Bangkok",AC Level 1,0.47,6:00-22:00,2.02,59,Greenlots,50,"CHAdeMO, Tesla",2023,Yes,4.6,3,Annually
EVS00828,-33.813613,18.485598,"2284 Cape Town Ave, Cape Town",DC Fast Charger,0.27,24/7,13.76,56,ChargePoint,50,Type 2,2014,Yes,3.4,4,Monthly
EVS00829,19.14846,72.945366,"2958 Mumbai Ave, Mumbai",AC Level 2,0.31,24/7,15.84,100,ChargePoint,50,Tesla,2022,Yes,3.3,4,Quarterly
EVS00830,-33.866692,151.392932,"4619 Sydney Ave, Sydney",AC Level 1,0.27,6:00-22:00,0.81,92,ChargePoint,350,Type 2,2022,No,3.9,6,Annually
EVS00831,39.465607,-24.879219,"2039 Random Rd, City 45, Country",DC Fast Charger,0.25,24/7,14.62,70,Ionity,350,"CHAdeMO, CCS",2023,Yes,4.1,1,Annually
EVS00832,19.51882,-99.029138,"388 Mexico City Ave, Mexico City",DC Fast Charger,0.29,9:00-18:00,7.13,41,Tesla,50,CCS,2017,Yes,3.6,2,Annually
EVS00833,43.665288,-79.310819,"9680 Toronto Ave, Toronto",AC Level 1,0.28,9:00-18:00,7.47,46,Tesla,50,"Tesla, CCS",2019,No,3.5,7,Monthly
EVS00834,19.19279,72.806193,"4630 Mumbai Ave, Mumbai",AC Level 1,0.48,9:00-18:00,11.49,10,Tesla,350,"CCS, Type 2",2019,Yes,3.6,2,Monthly
EVS00835,-23.53632,-46.661876,"7300 São Paulo Ave, São Paulo",AC Level 1,0.44,24/7,9.02,50,Greenlots,50,"Tesla, Type 2",2010,No,4.7,1,Annually
EVS00836,-33.77961,18.486538,"9439 Cape Town Ave, Cape Town",AC Level 2,0.27,6:00-22:00,14.85,67,EVgo,350,"Tesla, Type 2",2017,No,4.2,4,Quarterly
EVS00837,-33.864157,151.220673,"625 Sydney Ave, Sydney",AC Level 1,0.15,24/7,12.91,84,Tesla,22,"Tesla, CHAdeMO",2016,Yes,4.3,2,Quarterly
EVS00838,19.597361,-99.047549,"1695 Mexico City Ave, Mexico City",AC Level 1,0.38,6:00-22:00,1.89,75,ChargePoint,50,CCS,2019,No,4.2,4,Annually
EVS00839,34.081916,-118.303921,"7560 Los Angeles Ave, Los Angeles",AC Level 1,0.48,6:00-22:00,0.59,10,Tesla,150,"CCS, Type 2",2013,No,4.6,2,Annually
EVS00840,-33.746956,151.280979,"5408 Sydney Ave, Sydney",DC Fast Charger,0.47,6:00-22:00,1.46,39,EVgo,22,"CHAdeMO, Type 2",2017,Yes,3.2,4,Quarterly
EVS00841,-45.801232,-45.928271,"4738 Random Rd, City 17, Country",AC Level 1,0.13,24/7,2.26,50,Greenlots,150,"CCS, CHAdeMO",2013,No,3.7,5,Monthly
EVS00842,41.889223,-87.657818,"2167 Chicago Ave, Chicago",AC Level 2,0.29,24/7,6.56,10,EVgo,50,"Tesla, Type 2",2018,No,4.7,9,Monthly
EVS00843,37.618567,126.962343,"4495 Seoul Ave, Seoul",DC Fast Charger,0.18,9:00-18:00,13.16,75,Ionity,50,CCS,2018,No,3.7,9,Quarterly
EVS00844,-23.682236,-46.687861,"4868 São Paulo Ave, São Paulo",AC Level 1,0.32,24/7,2.88,62,Ionity,50,Type 2,2012,Yes,3.9,10,Annually
EVS00845,55.887965,37.631035,"7809 Moscow Ave, Moscow",AC Level 1,0.35,9:00-18:00,17.31,20,Greenlots,350,Tesla,2022,No,3.7,7,Quarterly
EVS00846,-33.76537,151.262881,"9118 Sydney Ave, Sydney",AC Level 1,0.39,6:00-22:00,6.59,13,Greenlots,50,CCS,2013,No,4.6,8,Monthly
EVS00847,34.11479,-118.387421,"5787 Los Angeles Ave, Los Angeles",DC Fast Charger,0.14,9:00-18:00,15.64,76,ChargePoint,22,"CCS, CHAdeMO",2014,Yes,3.8,8,Monthly
EVS00848,55.889464,37.647297,"3834 Moscow Ave, Moscow",DC Fast Charger,0.41,6:00-22:00,19.7,43,Ionity,50,"CHAdeMO, CCS",2021,Yes,3.3,5,Monthly
EVS00849,19.073344,72.828168,"6042 Mumbai Ave, Mumbai",DC Fast Charger,0.41,24/7,6.18,78,ChargePoint,150,"CHAdeMO, Type 2",2012,No,4.6,1,Monthly
EVS00850,-33.855118,151.338163,"7497 Sydney Ave, Sydney",DC Fast Charger,0.35,24/7,18.06,82,ChargePoint,50,Tesla,2017,Yes,4.9,3,Quarterly
EVS00851,-45.063217,25.414375,"2585 Random Rd, City 89, Country",AC Level 1,0.12,9:00-18:00,12.94,97,Greenlots,22,"CCS, Tesla",2011,Yes,3.2,2,Annually
EVS00852,41.81349,-87.673545,"5100 Chicago Ave, Chicago",DC Fast Charger,0.28,24/7,8.98,100,Tesla,150,"Type 2, CHAdeMO",2010,Yes,4.2,4,Quarterly
EVS00853,-33.783924,151.226367,"2969 Sydney Ave, Sydney",DC Fast Charger,0.41,6:00-22:00,0.98,19,ChargePoint,50,CCS,2015,Yes,3.2,7,Annually
EVS00854,25.34324,55.258696,"1256 Dubai Ave, Dubai",AC Level 2,0.16,6:00-22:00,3.84,37,ChargePoint,350,"CHAdeMO, CCS",2010,Yes,3.4,4,Annually
EVS00855,55.716873,37.667216,"6327 Moscow Ave, Moscow",AC Level 2,0.13,9:00-18:00,2.05,59,Greenlots,150,CHAdeMO,2022,Yes,4.8,5,Quarterly
EVS00856,19.154062,72.906783,"1469 Mumbai Ave, Mumbai",AC Level 2,0.32,9:00-18:00,4.34,84,Ionity,150,"Type 2, CHAdeMO",2019,No,4.3,8,Annually
EVS00857,19.443046,-99.123398,"3735 Mexico City Ave, Mexico City",DC Fast Charger,0.39,6:00-22:00,13.31,19,Tesla,150,CCS,2023,No,4.6,7,Monthly
EVS00858,13.789248,100.577573,"5657 Bangkok Ave, Bangkok",DC Fast Charger,0.23,24/7,0.71,73,ChargePoint,350,"CHAdeMO, Tesla",2015,Yes,4.9,9,Annually
EVS00859,37.552891,126.975384,"7083 Seoul Ave, Seoul",AC Level 1,0.41,6:00-22:00,10.43,15,EVgo,150,"CCS, CHAdeMO",2012,Yes,3.7,4,Quarterly
EVS00860,34.115914,-118.226991,"3895 Los Angeles Ave, Los Angeles",DC Fast Charger,0.12,24/7,0.68,44,Ionity,22,"Type 2, Tesla",2011,No,3.4,9,Quarterly
EVS00861,23.818488,-148.611601,"3783 Random Rd, City 477, Country",AC Level 1,0.2,24/7,19.52,98,Greenlots,150,Type 2,2012,No,4.8,4,Monthly
EVS00862,37.659451,127.042654,"1895 Seoul Ave, Seoul",AC Level 2,0.48,9:00-18:00,13.95,74,EVgo,50,Type 2,2014,Yes,4.2,7,Quarterly
EVS00863,25.298952,55.34557,"9868 Dubai Ave, Dubai",AC Level 2,0.39,6:00-22:00,9.53,39,Greenlots,50,CHAdeMO,2013,Yes,3.9,6,Quarterly
EVS00864,52.427302,13.328946,"3534 Berlin Ave, Berlin",DC Fast Charger,0.19,9:00-18:00,0.72,76,ChargePoint,150,CHAdeMO,2017,No,4.3,8,Monthly
EVS00865,-33.771737,18.459775,"5162 Cape Town Ave, Cape Town",AC Level 2,0.24,6:00-22:00,3.14,71,ChargePoint,22,"CCS, CHAdeMO",2020,No,3.5,3,Quarterly
EVS00866,-23.647282,-46.53396,"3094 São Paulo Ave, São Paulo",DC Fast Charger,0.31,24/7,15.48,18,Greenlots,150,"CCS, Type 2",2017,No,3.1,5,Monthly
EVS00867,-33.869684,151.364478,"8449 Sydney Ave, Sydney",DC Fast Charger,0.43,9:00-18:00,3.73,75,EVgo,50,"CCS, Type 2",2016,No,4.1,4,Annually
EVS00868,37.522762,127.057546,"8169 Seoul Ave, Seoul",DC Fast Charger,0.41,24/7,14.11,23,EVgo,50,"Type 2, CHAdeMO",2010,Yes,4.4,6,Annually
EVS00869,37.711699,-122.431753,"6484 San Francisco Ave, San Francisco",DC Fast Charger,0.12,24/7,6.85,93,Ionity,350,CHAdeMO,2010,No,3.2,9,Annually
EVS00870,18.963157,72.943642,"4370 Mumbai Ave, Mumbai",DC Fast Charger,0.34,24/7,9.85,33,Tesla,350,CHAdeMO,2015,No,3.2,7,Annually
EVS00871,-35.227662,112.842774,"5488 Random Rd, City 118, Country",AC Level 1,0.4,24/7,17.99,86,Greenlots,350,"Tesla, Type 2",2019,No,4.4,1,Annually
EVS00872,52.547627,13.340388,"9468 Berlin Ave, Berlin",AC Level 1,0.24,6:00-22:00,2.21,64,EVgo,50,CHAdeMO,2012,Yes,3.9,6,Monthly
EVS00873,37.537072,126.908734,"5971 Seoul Ave, Seoul",AC Level 1,0.37,6:00-22:00,17.13,28,ChargePoint,22,"Tesla, CHAdeMO",2015,Yes,3.1,9,Monthly
EVS00874,-23.511272,-46.697148,"2188 São Paulo Ave, São Paulo",AC Level 1,0.46,9:00-18:00,3.57,28,Ionity,150,"Type 2, Tesla",2021,Yes,4.7,9,Monthly
EVS00875,52.454408,13.422358,"4993 Berlin Ave, Berlin",AC Level 1,0.2,6:00-22:00,9.2,18,EVgo,50,"Tesla, Type 2",2015,Yes,3.2,2,Annually
EVS00876,19.561485,-99.02118,"1795 Mexico City Ave, Mexico City",DC Fast Charger,0.39,9:00-18:00,3.65,23,ChargePoint,22,"CHAdeMO, CCS",2016,No,4.9,1,Annually
EVS00877,37.766035,-122.399354,"3458 San Francisco Ave, San Francisco",AC Level 1,0.16,6:00-22:00,12.7,88,Tesla,22,Type 2,2012,Yes,4.5,2,Annually
EVS00878,39.806229,116.437386,"4739 Beijing Ave, Beijing",AC Level 1,0.38,6:00-22:00,7.12,80,ChargePoint,22,"CHAdeMO, CCS",2013,Yes,3.5,4,Annually
EVS00879,37.854571,-122.497756,"7541 San Francisco Ave, San Francisco",AC Level 2,0.23,24/7,13.21,33,ChargePoint,22,CHAdeMO,2022,Yes,3.6,8,Monthly
EVS00880,19.437317,-99.125809,"6777 Mexico City Ave, Mexico City",DC Fast Charger,0.16,9:00-18:00,18.93,98,Greenlots,150,"Type 2, CCS",2014,No,4.1,4,Annually
EVS00881,71.523671,-1.442445,"2943 Random Rd, City 27, Country",DC Fast Charger,0.29,6:00-22:00,4.03,75,Ionity,50,CHAdeMO,2016,No,3.1,5,Quarterly
EVS00882,-23.640338,-46.63148,"87 São Paulo Ave, São Paulo",AC Level 2,0.38,9:00-18:00,1.46,61,Tesla,22,Tesla,2017,No,4.0,10,Quarterly
EVS00883,41.897809,-87.610736,"8174 Chicago Ave, Chicago",DC Fast Charger,0.41,6:00-22:00,11.77,87,Ionity,150,"CCS, CHAdeMO",2010,Yes,4.1,8,Annually
EVS00884,19.15366,72.987934,"8387 Mumbai Ave, Mumbai",AC Level 2,0.37,24/7,1.38,13,EVgo,350,"CHAdeMO, Type 2",2021,No,4.6,5,Annually
EVS00885,25.283494,55.288782,"2418 Dubai Ave, Dubai",AC Level 2,0.46,6:00-22:00,3.27,100,Tesla,22,"CCS, Type 2",2021,No,4.7,1,Quarterly
EVS00886,37.884613,-122.417331,"7699 San Francisco Ave, San Francisco",AC Level 1,0.18,6:00-22:00,5.27,24,Tesla,50,CHAdeMO,2017,No,4.5,7,Quarterly
EVS00887,43.754166,-79.301213,"5249 Toronto Ave, Toronto",AC Level 1,0.41,24/7,17.68,95,ChargePoint,150,Tesla,2023,Yes,4.6,6,Monthly
EVS00888,-33.734034,18.588726,"5949 Cape Town Ave, Cape Town",DC Fast Charger,0.24,6:00-22:00,10.74,97,Ionity,350,CCS,2013,No,4.0,7,Quarterly
EVS00889,-33.876366,151.309832,"1734 Sydney Ave, Sydney",DC Fast Charger,0.41,24/7,13.45,96,ChargePoint,22,"Type 2, Tesla",2020,No,3.8,4,Annually
EVS00890,-33.733611,151.250139,"5355 Sydney Ave, Sydney",AC Level 1,0.47,9:00-18:00,16.41,68,Ionity,22,CCS,2012,No,3.2,4,Annually
EVS00891,-84.755582,-125.733908,"1904 Random Rd, City 158, Country",DC Fast Charger,0.4,9:00-18:00,2.82,78,ChargePoint,150,"CCS, Type 2",2016,Yes,4.5,2,Annually
EVS00892,55.721235,37.6064,"7146 Moscow Ave, Moscow",DC Fast Charger,0.28,24/7,13.68,89,Tesla,50,"CCS, CHAdeMO",2013,Yes,4.6,4,Monthly
EVS00893,19.546817,-99.071759,"9095 Mexico City Ave, Mexico City",AC Level 2,0.15,9:00-18:00,15.61,56,Tesla,50,Type 2,2017,Yes,3.6,4,Quarterly
EVS00894,55.875329,37.586297,"3948 Moscow Ave, Moscow",AC Level 1,0.44,24/7,16.12,79,Ionity,50,Type 2,2015,No,3.6,2,Annually
EVS00895,37.520083,126.98894,"1712 Seoul Ave, Seoul",DC Fast Charger,0.27,9:00-18:00,16.39,49,EVgo,150,Type 2,2016,No,4.6,9,Monthly
EVS00896,13.801422,100.569311,"4551 Bangkok Ave, Bangkok",AC Level 2,0.3,24/7,8.97,100,Ionity,350,CHAdeMO,2020,Yes,4.9,4,Annually
EVS00897,25.248935,55.296032,"1548 Dubai Ave, Dubai",AC Level 1,0.36,9:00-18:00,13.16,57,Tesla,350,"Tesla, CHAdeMO",2023,Yes,4.6,4,Monthly
EVS00898,52.544361,13.356479,"1998 Berlin Ave, Berlin",DC Fast Charger,0.36,24/7,17.97,58,Greenlots,350,"Type 2, CCS",2011,Yes,5.0,9,Annually
EVS00899,-33.877768,18.444957,"4061 Cape Town Ave, Cape Town",AC Level 1,0.31,9:00-18:00,19.33,91,ChargePoint,350,Tesla,2016,No,3.3,7,Annually
EVS00900,19.133029,72.907399,"1556 Mumbai Ave, Mumbai",AC Level 1,0.38,9:00-18:00,0.67,62,ChargePoint,22,CCS,2022,Yes,3.9,3,Monthly
EVS00901,-48.631504,112.179426,"6039 Random Rd, City 65, Country",AC Level 2,0.16,24/7,12.39,68,Tesla,50,"CCS, CHAdeMO",2019,Yes,4.7,9,Quarterly
EVS00902,13.739414,100.40047,"9538 Bangkok Ave, Bangkok",AC Level 1,0.4,9:00-18:00,11.93,97,Greenlots,50,Tesla,2014,No,4.1,1,Monthly
EVS00903,37.866185,-122.428321,"5169 San Francisco Ave, San Francisco",AC Level 1,0.32,9:00-18:00,8.34,84,Greenlots,150,"CCS, CHAdeMO",2021,No,4.0,8,Quarterly
EVS00904,-23.611855,-46.588184,"3846 São Paulo Ave, São Paulo",AC Level 2,0.12,6:00-22:00,7.51,66,Tesla,50,"CHAdeMO, Type 2",2011,No,3.3,3,Quarterly
EVS00905,-23.651432,-46.594388,"8628 São Paulo Ave, São Paulo",AC Level 1,0.46,9:00-18:00,9.03,98,Ionity,350,CHAdeMO,2019,Yes,4.3,1,Monthly
EVS00906,52.588358,13.303202,"7694 Berlin Ave, Berlin",AC Level 1,0.24,24/7,8.96,37,Ionity,350,"Type 2, CCS",2015,Yes,4.9,3,Annually
EVS00907,34.080742,-118.230728,"7155 Los Angeles Ave, Los Angeles",AC Level 2,0.32,24/7,11.1,94,Tesla,350,Type 2,2010,Yes,4.1,6,Monthly
EVS00908,37.512098,127.082839,"8368 Seoul Ave, Seoul",AC Level 2,0.1,9:00-18:00,13.52,22,Greenlots,22,"Tesla, CHAdeMO",2010,No,3.6,5,Monthly
EVS00909,25.264653,55.288439,"2431 Dubai Ave, Dubai",AC Level 1,0.34,24/7,5.65,93,Greenlots,150,CHAdeMO,2010,No,4.8,5,Annually
EVS00910,55.77932,37.649955,"7489 Moscow Ave, Moscow",AC Level 1,0.38,24/7,15.34,67,EVgo,22,Type 2,2021,No,4.5,5,Annually
EVS00911,-59.187341,-142.692946,"8969 Random Rd, City 330, Country",AC Level 2,0.46,6:00-22:00,18.41,80,Tesla,50,Type 2,2017,Yes,4.9,10,Monthly
EVS00912,-33.89759,18.514637,"216 Cape Town Ave, Cape Town",AC Level 1,0.21,9:00-18:00,12.64,87,Greenlots,50,Tesla,2012,No,3.6,4,Monthly
EVS00913,34.021308,-118.223084,"4722 Los Angeles Ave, Los Angeles",AC Level 1,0.15,24/7,15.97,16,EVgo,350,"Type 2, CHAdeMO",2022,Yes,4.5,5,Annually
EVS00914,-33.8606,151.374305,"1527 Sydney Ave, Sydney",AC Level 2,0.31,6:00-22:00,8.45,38,EVgo,350,"Type 2, CCS",2012,Yes,5.0,10,Monthly
EVS00915,55.769895,37.633413,"3619 Moscow Ave, Moscow",DC Fast Charger,0.35,9:00-18:00,5.03,42,EVgo,50,Tesla,2020,Yes,4.7,4,Monthly
EVS00916,52.554619,13.404918,"2942 Berlin Ave, Berlin",AC Level 1,0.46,9:00-18:00,19.17,50,ChargePoint,150,CCS,2021,No,4.1,4,Annually
EVS00917,-33.879878,18.593988,"8244 Cape Town Ave, Cape Town",AC Level 2,0.14,9:00-18:00,6.78,15,Tesla,22,"CCS, Tesla",2019,No,3.0,10,Monthly
EVS00918,41.841869,-87.645349,"3179 Chicago Ave, Chicago",AC Level 1,0.23,24/7,6.46,72,EVgo,22,Tesla,2013,No,3.2,10,Quarterly
EVS00919,55.719552,37.560898,"7764 Moscow Ave, Moscow",AC Level 1,0.2,24/7,6.06,58,Greenlots,350,"Tesla, CCS",2013,Yes,3.9,2,Monthly
EVS00920,43.773221,-79.389322,"5443 Toronto Ave, Toronto",DC Fast Charger,0.3,6:00-22:00,9.21,57,ChargePoint,150,Type 2,2023,Yes,3.0,7,Quarterly
EVS00921,-35.633636,36.810201,"1671 Random Rd, City 37, Country",AC Level 1,0.38,6:00-22:00,17.12,81,Tesla,350,"CHAdeMO, CCS",2020,Yes,4.4,6,Annually
EVS00922,37.863969,-122.404465,"6858 San Francisco Ave, San Francisco",DC Fast Charger,0.1,9:00-18:00,6.13,40,Tesla,150,Tesla,2018,Yes,3.3,9,Monthly
EVS00923,37.77831,-122.333791,"992 San Francisco Ave, San Francisco",DC Fast Charger,0.12,24/7,2.26,31,Tesla,150,Type 2,2014,No,5.0,2,Monthly
EVS00924,-23.55576,-46.621291,"7350 São Paulo Ave, São Paulo",DC Fast Charger,0.12,9:00-18:00,3.51,86,Greenlots,50,CHAdeMO,2016,Yes,3.4,7,Monthly
EVS00925,-23.517188,-46.548872,"3496 São Paulo Ave, São Paulo",DC Fast Charger,0.34,9:00-18:00,18.0,72,EVgo,350,"Type 2, Tesla",2013,Yes,3.6,3,Monthly
EVS00926,19.139026,72.906236,"5363 Mumbai Ave, Mumbai",AC Level 2,0.16,9:00-18:00,11.98,68,EVgo,350,"Type 2, CHAdeMO",2016,Yes,4.1,10,Monthly
EVS00927,25.38705,55.385499,"6195 Dubai Ave, Dubai",DC Fast Charger,0.32,24/7,14.33,55,EVgo,150,Type 2,2014,No,4.0,10,Annually
EVS00928,34.192441,-118.300086,"8274 Los Angeles Ave, Los Angeles",AC Level 2,0.38,9:00-18:00,14.38,24,Greenlots,50,"CCS, CHAdeMO",2021,No,3.2,3,Monthly
EVS00929,-23.611967,-46.500605,"8201 São Paulo Ave, São Paulo",AC Level 2,0.27,6:00-22:00,6.08,52,EVgo,22,"CHAdeMO, Tesla",2016,Yes,3.4,5,Quarterly
EVS00930,37.50667,127.056755,"9633 Seoul Ave, Seoul",AC Level 2,0.5,6:00-22:00,0.65,59,ChargePoint,350,Tesla,2023,No,3.2,5,Annually
EVS00931,-59.872218,-148.048341,"274 Random Rd, City 287, Country",AC Level 1,0.34,6:00-22:00,2.85,99,ChargePoint,50,"Type 2, CHAdeMO",2013,Yes,3.2,1,Quarterly
EVS00932,13.757046,100.526103,"9001 Bangkok Ave, Bangkok",AC Level 1,0.21,24/7,12.17,65,EVgo,150,CHAdeMO,2023,Yes,3.2,3,Monthly
EVS00933,19.092923,72.917398,"7276 Mumbai Ave, Mumbai",AC Level 1,0.5,24/7,10.41,30,Tesla,22,Type 2,2017,No,3.9,10,Quarterly
EVS00934,37.540251,127.096737,"8356 Seoul Ave, Seoul",AC Level 1,0.28,9:00-18:00,14.77,71,EVgo,22,CCS,2023,No,3.7,9,Quarterly
EVS00935,13.81295,100.459721,"3638 Bangkok Ave, Bangkok",DC Fast Charger,0.47,24/7,2.02,83,Greenlots,350,"Type 2, Tesla",2014,No,4.7,7,Annually
EVS00936,37.585683,127.072782,"4084 Seoul Ave, Seoul",AC Level 2,0.21,6:00-22:00,6.7,64,ChargePoint,22,CHAdeMO,2016,Yes,4.8,10,Monthly
EVS00937,-33.873785,151.322058,"1265 Sydney Ave, Sydney",AC Level 2,0.14,9:00-18:00,4.24,46,ChargePoint,50,"CCS, Type 2",2015,No,3.1,3,Annually
